Lat,Lon,Country,Month,Sunlight,Temp,Cloud
46.818188,8.227511999999999,Switzerland,06,13351.62,59.4,53.1
46.818188,8.227511999999999,Switzerland,07,16180.29,66.7741935483871,43.61290322580645
46.818188,8.227511999999999,Switzerland,08,18151.530000000002,66.2258064516129,30.741935483870968
46.818188,8.227511999999999,Switzerland,09,13593.599999999999,61.43333333333333,39.7
46.818188,8.227511999999999,Switzerland,10,14080.899999999996,47.516129032258064,30.161290322580644
46.818188,8.227511999999999,Switzerland,11,9454.69,36.9,43.8
46.818188,8.227511999999999,Switzerland,12,13800.459999999997,37.25806451612903,13.806451612903226
52.132633,5.291266,Netherlands,01,4773.04,42.83870967741935,69.25806451612904
52.132633,5.291266,Netherlands,02,7183.770000000001,45.37931034482759,59.275862068965516
52.132633,5.291266,Netherlands,03,9226.850000000002,49.45161290322581,58.193548387096776
52.132633,5.291266,Netherlands,04,12186.2,57.03333333333333,51.266666666666666
52.132633,5.291266,Netherlands,05,13882.470000000001,67.51612903225806,52.0
52.132633,5.291266,Netherlands,06,11726.000000000002,70.03333333333333,60.9
52.132633,5.291266,Netherlands,07,14619.490000000002,72.19354838709677,51.45161290322581
52.132633,5.291266,Netherlands,08,15902.230000000001,71.58064516129032,40.83870967741935
52.132633,5.291266,Netherlands,09,14058.54,73.2,38.1
52.132633,5.291266,Netherlands,10,9584.47,56.96774193548387,51.67741935483871
52.132633,5.291266,Netherlands,11,6728.980000000001,47.86666666666667,57.13333333333333
52.132633,5.291266,Netherlands,12,6454.509999999999,46.70967741935484,55.61290322580645
56.130366,-106.34677099999999,Canada,01,4469.1,11.774193548387096,67.58064516129032
56.130366,-106.34677099999999,Canada,02,4732.76,13.655172413793103,71.72413793103448
56.130366,-106.34677099999999,Canada,03,3141.67,29.29032258064516,85.7741935483871
56.130366,-106.34677099999999,Canada,04,11307.249999999998,41.13333333333333,57.0
56.130366,-106.34677099999999,Canada,05,16711.64,63.45161290322581,45.32258064516129
56.130366,-106.34677099999999,Canada,06,14862.57,68.06666666666666,53.0
56.130366,-106.34677099999999,Canada,07,13097.04,71.61290322580645,58.193548387096776
56.130366,-106.34677099999999,Canada,08,13575.05,68.6774193548387,51.41935483870968
56.130366,-106.34677099999999,Canada,09,10261.36,59.56666666666667,54.666666666666664
56.130366,-106.34677099999999,Canada,10,1664.3000000000002,39.54838709677419,91.87096774193549
56.130366,-106.34677099999999,Canada,11,5416.110000000001,39.666666666666664,64.9
56.130366,-106.34677099999999,Canada,12,4421.78,12.129032258064516,65.93548387096774
56.26392,9.501785,Denmark,01,3521.919999999999,35.096774193548384,75.03225806451613
56.26392,9.501785,Denmark,02,7898.58,40.89655172413793,53.62068965517241
56.26392,9.501785,Denmark,03,8042.030000000001,46.193548387096776,63.935483870967744
56.26392,9.501785,Denmark,04,8954.06,51.333333333333336,65.03333333333333
56.26392,9.501785,Denmark,05,17011.179999999997,65.45161290322581,43.87096774193548
56.26392,9.501785,Denmark,06,15174.010000000002,69.46666666666667,51.9
56.26392,9.501785,Denmark,07,10754.09,69.12903225806451,65.6774193548387
56.26392,9.501785,Denmark,08,11762.140000000001,68.51612903225806,57.67741935483871
56.26392,9.501785,Denmark,09,12055.150000000001,68.06666666666666,47.13333333333333
56.26392,9.501785,Denmark,10,4165.820000000001,51.70967741935484,78.87096774193549
56.26392,9.501785,Denmark,11,4543.830000000001,43.3,68.83333333333333
56.26392,9.501785,Denmark,12,3355.1399999999994,44.483870967741936,74.3225806451613
56.879635,24.603189,Latvia,01,2825.62,22.35483870967742,79.09677419354838
56.879635,24.603189,Latvia,02,3387.02,38.55172413793103,80.0
56.879635,24.603189,Latvia,03,7184.679999999999,40.38709677419355,67.80645161290323
56.879635,24.603189,Latvia,04,11825.89,51.9,54.0
56.879635,24.603189,Latvia,05,22062.15,65.70967741935483,28.193548387096776
56.879635,24.603189,Latvia,06,19878.83,71.43333333333334,37.7
56.879635,24.603189,Latvia,07,18810.25,72.25806451612904,40.774193548387096
56.879635,24.603189,Latvia,08,13403.540000000003,69.58064516129032,51.935483870967744
56.879635,24.603189,Latvia,09,13859.399999999998,63.46666666666667,40.06666666666667
56.879635,24.603189,Latvia,10,7102.5199999999995,47.225806451612904,63.29032258064516
56.879635,24.603189,Latvia,11,1347.23,39.96666666666667,90.5
56.879635,24.603189,Latvia,12,1744.8999999999996,40.58064516129032,86.35483870967742
58.595271999999994,25.013607,Estonia,01,1997.2999999999995,18.096774193548388,84.54838709677419
58.595271999999994,25.013607,Estonia,02,2260.2000000000003,34.724137931034484,86.41379310344827
58.595271999999994,25.013607,Estonia,03,5647.52,36.41935483870968,74.96774193548387
58.595271999999994,25.013607,Estonia,04,9338.31,50.7,64.16666666666667
58.595271999999994,25.013607,Estonia,05,22615.7,67.3225806451613,27.806451612903224
